"t","x","y"
2.9991,0.0,0.31599948
2.9991,0.0,0.3287614
2.9991,0.0,0.34152335
2.9991,0.0,0.35428527
2.9991,0.0,0.3670472
2.9991,0.0,0.37980914
2.9991,0.0,0.39257106
2.9991,0.0,0.40533298
2.9991,0.0,0.4180949
2.9991,0.0,0.43085685
2.9991,0.0,0.44361877
2.9991,0.0,0.4563807
2.9991,0.0,0.46914265
2.9991,0.0,0.48190457
2.9991,0.0,0.4946665
2.9991,0.0,0.5074284
2.9991,0.0,0.52019036
2.9991,0.0,0.5329523
2.9991,0.0,0.5457142
2.9991,0.0,0.55847615
2.9991,0.0,0.57123804
2.9991,0.0,0.584
3.1007,0.0,0.0
3.1007,0.0,0.00599987
3.1007,0.0,0.01199974
3.1007,0.0,0.01799961
3.1007,0.0,0.02399948
3.1007,0.0,0.02999935
3.1007,0.0,0.03599922
3.1007,0.0,0.04199909
3.1007,0.0,0.04799896
3.1007,0.0,0.06076089
3.1007,0.0,0.07352282
3.1007,0.0,0.08628475
3.1007,0.0,0.09904668
3.1007,0.0,0.111808605
3.1007,0.0,0.12457053
3.1007,0.0,0.13733247
3.1007,0.0,0.15009439
3.1007,0.0,0.16285633
3.1007,0.0,0.17561826
3.1007,0.0,0.18838018
3.1007,0.0,0.20114212
3.1007,0.0,0.21390404
3.1007,0.0,0.22666597
3.1007,0.0,0.23942791
3.1007,0.0,0.25218984
3.1007,0.0,0.26495177
3.1007,0.0,0.2777137
3.1007,0.0,0.2904756
3.1007,0.0,0.30323756
3.1007,0.0,0.31599948
3.1007,0.0,0.3287614
3.1007,0.0,0.34152335
3.1007,0.0,0.35428527
3.1007,0.0,0.3670472
3.1007,0.0,0.37980914
3.1007,0.0,0.39257106
3.1007,0.0,0.40533298
3.1007,0.0,0.4180949
3.1007,0.0,0.43085685
3.1007,0.0,0.44361877
3.1007,0.0,0.4563807
3.1007,0.0,0.46914265
